"","date","r0_low","r0_high"
"1",2020-02-06,2.91934182104901,3.38804061837823
"2",2020-02-05,2.93800464078638,3.41188330518565
"3",2020-02-04,2.95305095848699,3.43111140597946
"4",2020-02-03,2.97047643020282,3.45338617383754
"5",2020-02-02,2.98244876496993,3.46869414267936
"6",2020-02-01,2.99170973410687,3.48053748153887
"7",2020-01-31,3.00132430761908,3.49283500382185
"8",2020-01-30,3.00134119877289,3.49285661022399
"9",2020-01-29,2.98953239984303,3.47775284127488
"10",2020-01-28,2.96678075299052,3.44866147408183
"11",2020-01-27,2.93969208742877,3.41403948792329
"12",2020-01-26,2.90014911045812,3.36352917038157
"13",2020-01-25,2.79409045019027,3.2282327539805
"14",2020-01-24,2.7385685005703,3.1575116063292
"15",2020-01-23,2.64020552393541,3.03241003032604
"16",2020-01-22,2.50154387758992,2.85648583654587
"17",2020-01-21,2.40958664085171,2.74011195583574
"18",2020-01-20,2.30093522055856,2.6029345417183
"19",2020-01-19,NA,NA
"20",2020-01-18,NA,NA
"21",2020-01-17,NA,NA
"22",2020-01-16,NA,NA
"23",2020-01-15,NA,NA
"24",2020-01-14,NA,NA
"25",2020-01-13,NA,NA
"26",2020-01-12,NA,NA
"27",2020-01-11,NA,NA
