"","time","provname","city","citypop","deathpop","curepop"
"1","2020-02-11 01:31:00","湖北","武汉",16902,681,1052
"2","2020-02-11 01:31:00","湖北","黄冈",2252,45,215
"3","2020-02-11 01:31:00","湖北","孝感",2541,33,81
"4","2020-02-11 01:31:00","湖北","荆门",641,20,63
"5","2020-02-11 01:31:00","湖北","咸宁",507,4,45
"6","2020-02-11 01:31:00","湖北","荆州",1045,15,50
"7","2020-02-11 01:31:00","湖北","襄阳",1019,9,42
"8","2020-02-11 01:31:00","湖北","随州",1049,10,23
"9","2020-02-11 01:31:00","湖北","十堰",481,0,55
"10","2020-02-11 01:31:00","湖北","鄂州",725,24,48
"11","2020-02-11 01:31:00","湖北","黄石",805,3,67
"12","2020-02-11 01:31:00","湖北","宜昌",749,8,43
"13","2020-02-11 01:31:00","湖北","恩施州",187,0,30
"14","2020-02-11 01:31:00","湖北","仙桃",416,7,41
"15","2020-02-11 01:31:00","湖北","天门",217,10,53
"16","2020-02-11 01:31:00","湖北","潜江",85,2,3
"17","2020-02-11 01:31:00","湖北","神农架林区",10,0,6
"18","2020-02-11 01:31:00","广东","广州",314,0,43
"19","2020-02-11 01:31:00","广东","深圳",369,0,56
"20","2020-02-11 01:31:00","广东","佛山",70,0,4
"21","2020-02-11 01:31:00","广东","珠海",85,0,4
"22","2020-02-11 01:31:00","广东","惠州",52,0,4
"23","2020-02-11 01:31:00","广东","中山",56,0,14
"24","2020-02-11 01:31:00","广东","阳江",13,0,1
"25","2020-02-11 01:31:00","广东","东莞",60,0,3
"26","2020-02-11 01:31:00","广东","湛江",21,0,7
"27","2020-02-11 01:31:00","广东","汕头",25,0,6
"28","2020-02-11 01:31:00","广东","清远",10,0,5
"29","2020-02-11 01:31:00","广东","揭阳",7,0,1
"30","2020-02-11 01:31:00","广东","肇庆",15,1,4
"31","2020-02-11 01:31:00","广东","韶关",6,0,3
"32","2020-02-11 01:31:00","广东","梅州",13,0,4
"33","2020-02-11 01:31:00","广东","茂名",10,0,1
"34","2020-02-11 01:31:00","广东","河源",3,0,1
"35","2020-02-11 01:31:00","广东","汕尾",5,0,1
"36","2020-02-11 01:31:00","广东","江门",20,0,4
"37","2020-02-11 01:31:00","广东","潮州",5,0,0
"38","2020-02-11 01:31:00","浙江","杭州",155,0,41
"39","2020-02-11 01:31:00","浙江","宁波",149,0,18
"40","2020-02-11 01:31:00","浙江","温州",464,0,99
"41","2020-02-11 01:31:00","浙江","湖州",10,0,3
