"","time","provname","provpop","deathpop","curepop"
"1","2020-02-15 08:42:00","北京",372,3,82
"2","2020-02-15 08:42:00","湖北",54406,1457,4774
"3","2020-02-15 08:42:00","广东",1261,2,362
"4","2020-02-15 08:42:00","浙江",1155,0,403
"5","2020-02-15 08:42:00","河南",1184,11,357
"6","2020-02-15 08:42:00","湖南",988,2,364
"7","2020-02-15 08:42:00","重庆",537,5,152
"8","2020-02-15 08:42:00","安徽",934,6,193
"9","2020-02-15 08:42:00","四川",470,1,115
"10","2020-02-15 08:42:00","山东",530,2,139
"11","2020-02-15 08:42:00","吉林",88,1,25
"12","2020-02-15 08:42:00","福建",285,0,66
"13","2020-02-15 08:42:00","江西",900,1,187
"14","2020-02-15 08:42:00","江苏",593,0,157
"15","2020-02-15 08:42:00","上海",326,1,90
"16","2020-02-15 08:42:00","广西",235,2,40
"17","2020-02-15 08:42:00","海南",162,4,38
"18","2020-02-15 08:42:00","陕西",230,0,51
"19","2020-02-15 08:42:00","河北",291,3,87
"20","2020-02-15 08:42:00","黑龙江",425,11,48
"21","2020-02-15 08:42:00","辽宁",119,1,29
"22","2020-02-15 08:42:00","云南",162,0,36
"23","2020-02-15 08:42:00","天津",120,3,32
"24","2020-02-15 08:42:00","山西",127,0,38
"25","2020-02-15 08:42:00","甘肃",90,2,44
"26","2020-02-15 08:42:00","内蒙古",65,0,6
"27","2020-02-15 08:42:00","台湾",18,0,2
"28","2020-02-15 08:42:00","澳门",10,0,3
"29","2020-02-15 08:42:00","香港",56,1,1
"30","2020-02-15 08:42:00","贵州",140,1,28
"31","2020-02-15 08:42:00","西藏",1,0,1
"32","2020-02-15 08:42:00","青海",18,0,11
"33","2020-02-15 08:42:00","新疆",65,1,6
"34","2020-02-15 08:42:00","宁夏",67,0,24
