"","time","provname","provpop","deathpop","curepop"
"1","2020-02-13 08:07:00","北京",352,3,56
"2","2020-02-13 08:07:00","湖北",48206,1310,3441
"3","2020-02-13 08:07:00","广东",1219,1,276
"4","2020-02-13 08:07:00","浙江",1131,0,321
"5","2020-02-13 08:07:00","河南",1135,8,246
"6","2020-02-13 08:07:00","湖南",946,2,304
"7","2020-02-13 08:07:00","重庆",518,3,102
"8","2020-02-13 08:07:00","安徽",889,4,127
"9","2020-02-13 08:07:00","四川",436,1,92
"10","2020-02-13 08:07:00","山东",497,2,92
"11","2020-02-13 08:07:00","吉林",84,1,22
"12","2020-02-13 08:07:00","福建",272,0,53
"13","2020-02-13 08:07:00","江西",844,1,152
"14","2020-02-13 08:07:00","江苏",543,0,125
"15","2020-02-13 08:07:00","上海",313,1,57
"16","2020-02-13 08:07:00","广西",222,2,33
"17","2020-02-13 08:07:00","海南",157,4,27
"18","2020-02-13 08:07:00","陕西",225,0,43
"19","2020-02-13 08:07:00","河北",265,3,54
"20","2020-02-13 08:07:00","黑龙江",395,9,31
"21","2020-02-13 08:07:00","辽宁",116,1,20
"22","2020-02-13 08:07:00","云南",154,0,26
"23","2020-02-13 08:07:00","天津",112,2,11
"24","2020-02-13 08:07:00","山西",126,0,33
"25","2020-02-13 08:07:00","甘肃",87,2,31
"26","2020-02-13 08:07:00","内蒙古",60,0,6
"27","2020-02-13 08:07:00","台湾",18,0,1
"28","2020-02-13 08:07:00","澳门",10,0,2
"29","2020-02-13 08:07:00","香港",50,1,1
"30","2020-02-13 08:07:00","贵州",133,1,18
"31","2020-02-13 08:07:00","西藏",1,0,1
"32","2020-02-13 08:07:00","青海",18,0,9
"33","2020-02-13 08:07:00","新疆",59,0,3
"34","2020-02-13 08:07:00","宁夏",58,0,24
