"","time","provname","provpop","deathpop","curepop"
"1","2020-02-22 04:01:00","北京",396,4,169
"2","2020-02-22 04:01:00","湖北",63088,2144,11934
"3","2020-02-22 04:01:00","广东",1333,5,690
"4","2020-02-22 04:01:00","浙江",1203,1,679
"5","2020-02-22 04:01:00","河南",1267,19,740
"6","2020-02-22 04:01:00","湖南",1011,4,661
"7","2020-02-22 04:01:00","重庆",567,6,299
"8","2020-02-22 04:01:00","安徽",988,6,539
"9","2020-02-22 04:01:00","四川",525,3,231
"10","2020-02-22 04:01:00","山东",749,4,281
"11","2020-02-22 04:01:00","吉林",91,1,45
"12","2020-02-22 04:01:00","福建",293,1,149
"13","2020-02-22 04:01:00","江西",934,1,489
"14","2020-02-22 04:01:00","江苏",631,0,373
"15","2020-02-22 04:01:00","上海",334,2,211
"16","2020-02-22 04:01:00","广西",246,2,97
"17","2020-02-22 04:01:00","海南",168,4,95
"18","2020-02-22 04:01:00","陕西",245,1,134
"19","2020-02-22 04:01:00","河北",308,5,184
"20","2020-02-22 04:01:00","黑龙江",479,12,175
"21","2020-02-22 04:01:00","辽宁",121,1,61
"22","2020-02-22 04:01:00","云南",174,2,96
"23","2020-02-22 04:01:00","天津",133,3,62
"24","2020-02-22 04:01:00","山西",132,0,78
"25","2020-02-22 04:01:00","甘肃",91,2,76
"26","2020-02-22 04:01:00","内蒙古",75,0,17
"27","2020-02-22 04:01:00","台湾",26,1,2
"28","2020-02-22 04:01:00","澳门",10,0,6
"29","2020-02-22 04:01:00","香港",68,2,5
"30","2020-02-22 04:01:00","贵州",146,2,77
"31","2020-02-22 04:01:00","西藏",1,0,1
"32","2020-02-22 04:01:00","青海",18,0,18
"33","2020-02-22 04:01:00","新疆",76,1,24
"34","2020-02-22 04:01:00","宁夏",71,0,48
