"","time","provname","provpop","deathpop","curepop"
"1","2020-02-17 04:30:00","北京",380,4,108
"2","2020-02-17 04:30:00","湖北",56249,1596,5666
"3","2020-02-17 04:30:00","广东",1316,2,465
"4","2020-02-17 04:30:00","浙江",1167,0,456
"5","2020-02-17 04:30:00","河南",1231,13,440
"6","2020-02-17 04:30:00","湖南",1004,3,464
"7","2020-02-17 04:30:00","重庆",547,5,187
"8","2020-02-17 04:30:00","安徽",962,6,255
"9","2020-02-17 04:30:00","四川",481,3,131
"10","2020-02-17 04:30:00","山东",537,2,173
"11","2020-02-17 04:30:00","吉林",89,1,30
"12","2020-02-17 04:30:00","福建",287,0,82
"13","2020-02-17 04:30:00","江西",925,1,240
"14","2020-02-17 04:30:00","江苏",617,0,218
"15","2020-02-17 04:30:00","上海",328,1,140
"16","2020-02-17 04:30:00","广西",237,2,49
"17","2020-02-17 04:30:00","海南",162,4,52
"18","2020-02-17 04:30:00","陕西",236,0,71
"19","2020-02-17 04:30:00","河北",300,3,105
"20","2020-02-17 04:30:00","黑龙江",445,11,79
"21","2020-02-17 04:30:00","辽宁",121,1,40
"22","2020-02-17 04:30:00","云南",171,0,42
"23","2020-02-17 04:30:00","天津",124,3,45
"24","2020-02-17 04:30:00","山西",129,0,49
"25","2020-02-17 04:30:00","甘肃",90,2,54
"26","2020-02-17 04:30:00","内蒙古",70,0,8
"27","2020-02-17 04:30:00","台湾",20,1,2
"28","2020-02-17 04:30:00","澳门",10,0,5
"29","2020-02-17 04:30:00","香港",57,1,2
"30","2020-02-17 04:30:00","贵州",144,1,46
"31","2020-02-17 04:30:00","西藏",1,0,1
"32","2020-02-17 04:30:00","青海",18,0,13
"33","2020-02-17 04:30:00","新疆",71,1,12
"34","2020-02-17 04:30:00","宁夏",70,0,33
