"","time","provname","provpop","deathpop","curepop"
"1","2020-02-11 01:31:00","北京",337,2,44
"2","2020-02-11 01:31:00","湖北",29631,871,1917
"3","2020-02-11 01:31:00","广东",1159,1,167
"4","2020-02-11 01:31:00","浙江",1092,0,241
"5","2020-02-11 01:31:00","河南",1073,6,192
"6","2020-02-11 01:31:00","湖南",879,1,208
"7","2020-02-11 01:31:00","重庆",473,2,66
"8","2020-02-11 01:31:00","安徽",830,3,88
"9","2020-02-11 01:31:00","四川",405,1,80
"10","2020-02-11 01:31:00","山东",466,1,68
"11","2020-02-11 01:31:00","吉林",80,1,13
"12","2020-02-11 01:31:00","福建",261,0,39
"13","2020-02-11 01:31:00","江西",771,1,105
"14","2020-02-11 01:31:00","江苏",492,0,81
"15","2020-02-11 01:31:00","上海",299,1,48
"16","2020-02-11 01:31:00","广西",210,1,24
"17","2020-02-11 01:31:00","海南",138,3,19
"18","2020-02-11 01:31:00","陕西",213,0,31
"19","2020-02-11 01:31:00","河北",218,2,41
"20","2020-02-11 01:31:00","黑龙江",331,7,30
"21","2020-02-11 01:31:00","辽宁",108,0,13
"22","2020-02-11 01:31:00","云南",149,0,19
"23","2020-02-11 01:31:00","天津",95,1,8
"24","2020-02-11 01:31:00","山西",119,0,25
"25","2020-02-11 01:31:00","甘肃",86,2,21
"26","2020-02-11 01:31:00","内蒙古",58,0,5
"27","2020-02-11 01:31:00","台湾",18,0,1
"28","2020-02-11 01:31:00","澳门",10,0,1
"29","2020-02-11 01:31:00","香港",38,1,0
"30","2020-02-11 01:31:00","贵州",109,1,10
"31","2020-02-11 01:31:00","西藏",1,0,0
"32","2020-02-11 01:31:00","青海",18,0,3
"33","2020-02-11 01:31:00","新疆",49,0,0
"34","2020-02-11 01:31:00","宁夏",49,0,14
