"","time","provname","provpop","deathpop","curepop"
"1","2020-02-07 10:54:00","北京",297,1,33
"2","2020-02-07 10:54:00","湖北",22112,618,817
"3","2020-02-07 10:54:00","广东",1018,1,69
"4","2020-02-07 10:54:00","浙江",1006,0,98
"5","2020-02-07 10:54:00","河南",914,3,68
"6","2020-02-07 10:54:00","湖南",772,0,91
"7","2020-02-07 10:54:00","重庆",411,2,24
"8","2020-02-07 10:54:00","安徽",665,0,35
"9","2020-02-07 10:54:00","四川",344,1,37
"10","2020-02-07 10:54:00","山东",379,0,31
"11","2020-02-07 10:54:00","吉林",65,1,4
"12","2020-02-07 10:54:00","福建",215,0,14
"13","2020-02-07 10:54:00","江西",661,0,45
"14","2020-02-07 10:54:00","江苏",408,0,38
"15","2020-02-07 10:54:00","上海",269,1,25
"16","2020-02-07 10:54:00","广西",172,0,17
"17","2020-02-07 10:54:00","海南",114,2,8
"18","2020-02-07 10:54:00","陕西",184,0,11
"19","2020-02-07 10:54:00","河北",171,1,16
"20","2020-02-07 10:54:00","黑龙江",277,3,8
"21","2020-02-07 10:54:00","辽宁",94,0,5
"22","2020-02-07 10:54:00","云南",135,0,7
"23","2020-02-07 10:54:00","天津",81,1,2
"24","2020-02-07 10:54:00","山西",96,0,12
"25","2020-02-07 10:54:00","甘肃",67,0,9
"26","2020-02-07 10:54:00","内蒙古",50,0,4
"27","2020-02-07 10:54:00","台湾",16,0,1
"28","2020-02-07 10:54:00","澳门",10,0,1
"29","2020-02-07 10:54:00","香港",24,1,0
"30","2020-02-07 10:54:00","贵州",77,1,6
"31","2020-02-07 10:54:00","西藏",1,0,0
"32","2020-02-07 10:54:00","青海",18,0,3
"33","2020-02-07 10:54:00","新疆",39,0,0
"34","2020-02-07 10:54:00","宁夏",43,0,1
