"","time","provname","provpop","deathpop","curepop"
"1","2020-02-05 13:40:00","北京",253,1,24
"2","2020-02-05 13:40:00","湖北",16678,479,522
"3","2020-02-05 13:40:00","广东",870,0,40
"4","2020-02-05 13:40:00","浙江",895,0,75
"5","2020-02-05 13:40:00","河南",764,2,50
"6","2020-02-05 13:40:00","湖南",661,0,42
"7","2020-02-05 13:40:00","重庆",366,2,14
"8","2020-02-05 13:40:00","安徽",530,0,21
"9","2020-02-05 13:40:00","四川",301,1,24
"10","2020-02-05 13:40:00","山东",298,0,13
"11","2020-02-05 13:40:00","吉林",54,0,2
"12","2020-02-05 13:40:00","福建",205,0,8
"13","2020-02-05 13:40:00","江西",548,0,27
"14","2020-02-05 13:40:00","江苏",341,0,15
"15","2020-02-05 13:40:00","上海",233,1,15
"16","2020-02-05 13:40:00","广西",150,0,13
"17","2020-02-05 13:40:00","海南",91,1,4
"18","2020-02-05 13:40:00","陕西",165,0,3
"19","2020-02-05 13:40:00","河北",135,1,4
"20","2020-02-05 13:40:00","黑龙江",190,2,7
"21","2020-02-05 13:40:00","辽宁",81,0,2
"22","2020-02-05 13:40:00","云南",122,0,5
"23","2020-02-05 13:40:00","天津",69,1,2
"24","2020-02-05 13:40:00","山西",81,0,5
"25","2020-02-05 13:40:00","甘肃",57,0,4
"26","2020-02-05 13:40:00","内蒙古",42,0,1
"27","2020-02-05 13:40:00","台湾",11,0,0
"28","2020-02-05 13:40:00","澳门",10,0,0
"29","2020-02-05 13:40:00","香港",18,1,0
"30","2020-02-05 13:40:00","贵州",64,0,5
"31","2020-02-05 13:40:00","西藏",1,0,0
"32","2020-02-05 13:40:00","青海",17,0,3
"33","2020-02-05 13:40:00","新疆",32,0,0
"34","2020-02-05 13:40:00","宁夏",34,0,1
