"","time","provname","provpop","deathpop","curepop"
"1","2020-02-08 03:00:00","北京",297,1,33
"2","2020-02-08 03:00:00","湖北",22112,618,867
"3","2020-02-08 03:00:00","广东",1034,1,88
"4","2020-02-08 03:00:00","浙江",1006,0,123
"5","2020-02-08 03:00:00","河南",914,3,86
"6","2020-02-08 03:00:00","湖南",772,0,112
"7","2020-02-08 03:00:00","重庆",415,2,31
"8","2020-02-08 03:00:00","安徽",665,0,47
"9","2020-02-08 03:00:00","四川",344,1,42
"10","2020-02-08 03:00:00","山东",386,0,37
"11","2020-02-08 03:00:00","吉林",65,1,4
"12","2020-02-08 03:00:00","福建",224,0,20
"13","2020-02-08 03:00:00","江西",661,0,45
"14","2020-02-08 03:00:00","江苏",408,0,43
"15","2020-02-08 03:00:00","上海",277,1,30
"16","2020-02-08 03:00:00","广西",172,0,17
"17","2020-02-08 03:00:00","海南",117,2,10
"18","2020-02-08 03:00:00","陕西",184,0,17
"19","2020-02-08 03:00:00","河北",172,1,22
"20","2020-02-08 03:00:00","黑龙江",277,3,12
"21","2020-02-08 03:00:00","辽宁",99,0,7
"22","2020-02-08 03:00:00","云南",138,0,13
"23","2020-02-08 03:00:00","天津",81,1,2
"24","2020-02-08 03:00:00","山西",96,0,15
"25","2020-02-08 03:00:00","甘肃",71,1,9
"26","2020-02-08 03:00:00","内蒙古",50,0,5
"27","2020-02-08 03:00:00","台湾",16,0,1
"28","2020-02-08 03:00:00","澳门",10,0,1
"29","2020-02-08 03:00:00","香港",25,1,0
"30","2020-02-08 03:00:00","贵州",81,1,6
"31","2020-02-08 03:00:00","西藏",1,0,0
"32","2020-02-08 03:00:00","青海",18,0,3
"33","2020-02-08 03:00:00","新疆",39,0,0
"34","2020-02-08 03:00:00","宁夏",43,0,5
