"","time","provname","city","citypop"
"1","2020-01-30 23:30:00","北京","海淀区",24
"2","2020-01-30 23:30:00","北京","怀柔区",1
"3","2020-01-30 23:30:00","北京","丰台区",11
"4","2020-01-30 23:30:00","北京","大兴区",10
"5","2020-01-30 23:30:00","北京","东城区",2
"6","2020-01-30 23:30:00","北京","昌平区",9
"7","2020-01-30 23:30:00","北京","西城区",12
"8","2020-01-30 23:30:00","北京","朝阳区",21
"9","2020-01-30 23:30:00","北京","石景山区",2
"10","2020-01-30 23:30:00","北京","通州区",8
"11","2020-01-30 23:30:00","北京","顺义区",2
"12","2020-01-30 23:30:00","北京","门头沟区",1
"13","2020-01-30 23:30:00","北京","外来务工人员",11
"14","2020-01-30 23:30:00","湖北","武汉",2261
"15","2020-01-30 23:30:00","湖北","黄冈",496
"16","2020-01-30 23:30:00","湖北","孝感",399
"17","2020-01-30 23:30:00","湖北","荆门",191
"18","2020-01-30 23:30:00","湖北","咸宁",130
"19","2020-01-30 23:30:00","湖北","荆州",151
"20","2020-01-30 23:30:00","湖北","襄阳",163
"21","2020-01-30 23:30:00","湖北","随州",143
"22","2020-01-30 23:30:00","湖北","十堰",119
"23","2020-01-30 23:30:00","湖北","鄂州",123
"24","2020-01-30 23:30:00","湖北","黄石",113
"25","2020-01-30 23:30:00","湖北","宜昌",117
"26","2020-01-30 23:30:00","湖北","恩施州",66
"27","2020-01-30 23:30:00","湖北","仙桃",55
"28","2020-01-30 23:30:00","湖北","天门",44
"29","2020-01-30 23:30:00","湖北","潜江",10
"30","2020-01-30 23:30:00","湖北","神农架林区",5
"31","2020-01-30 23:30:00","广东","广州",94
"32","2020-01-30 23:30:00","广东","深圳",98
"33","2020-01-30 23:30:00","广东","佛山",25
"34","2020-01-30 23:30:00","广东","珠海",26
"35","2020-01-30 23:30:00","广东","惠州",17
"36","2020-01-30 23:30:00","广东","中山",18
"37","2020-01-30 23:30:00","广东","阳江",10
"38","2020-01-30 23:30:00","广东","东莞",11
"39","2020-01-30 23:30:00","广东","湛江",11
"40","2020-01-30 23:30:00","广东","汕头",12
"41","2020-01-30 23:30:00","广东","清远",6
"42","2020-01-30 23:30:00","广东","揭阳",6
"43","2020-01-30 23:30:00","广东","肇庆",5
"44","2020-01-30 23:30:00","广东","韶关",4
"45","2020-01-30 23:30:00","广东","梅州",5
"46","2020-01-30 23:30:00","广东","茂名",3
"47","2020-01-30 23:30:00","广东","河源",1
"48","2020-01-30 23:30:00","广东","汕尾",1
"49","2020-01-30 23:30:00","广东","江门",1
"50","2020-01-30 23:30:00","浙江","杭州",69
"51","2020-01-30 23:30:00","浙江","宁波",41
"52","2020-01-30 23:30:00","浙江","温州",172
"53","2020-01-30 23:30:00","浙江","湖州",5
"54","2020-01-30 23:30:00","浙江","嘉兴",16
"55","2020-01-30 23:30:00","浙江","绍兴",19
"56","2020-01-30 23:30:00","浙江","金华",20
"57","2020-01-30 23:30:00","浙江","衢州",10
"58","2020-01-30 23:30:00","浙江","舟山",6
"59","2020-01-30 23:30:00","浙江","台州",64
"60","2020-01-30 23:30:00","浙江","丽水",6
"61","2020-01-30 23:30:00","河南","郑州市",46
"62","2020-01-30 23:30:00","河南","开封市",4
"63","2020-01-30 23:30:00","河南","洛阳市",2
"64","2020-01-30 23:30:00","河南","平顶山市",8
"65","2020-01-30 23:30:00","河南","安阳市",16
"66","2020-01-30 23:30:00","河南","鹤壁市",6
"67","2020-01-30 23:30:00","河南","新乡市",11
"68","2020-01-30 23:30:00","河南","焦作市",2
"69","2020-01-30 23:30:00","河南","濮阳市",1
"70","2020-01-30 23:30:00","河南","许昌市",3
"71","2020-01-30 23:30:00","河南","漯河市",11
"72","2020-01-30 23:30:00","河南","三门峡市",5
"73","2020-01-30 23:30:00","河南","南阳市",51
"74","2020-01-30 23:30:00","河南","商丘市",18
"75","2020-01-30 23:30:00","河南","周口市",25
"76","2020-01-30 23:30:00","河南","信阳市",42
"77","2020-01-30 23:30:00","河南","驻马店市",25
"78","2020-01-30 23:30:00","河南","滑县",1
"79","2020-01-30 23:30:00","河南","长垣市",1
"80","2020-01-30 23:30:00","湖南","长沙市",57
"81","2020-01-30 23:30:00","湖南","衡阳市",20
"82","2020-01-30 23:30:00","湖南","株洲市",18
"83","2020-01-30 23:30:00","湖南","湘潭市",9
"84","2020-01-30 23:30:00","湖南","邵阳市",29
"85","2020-01-30 23:30:00","湖南","岳阳市",29
"86","2020-01-30 23:30:00","湖南","常德市",30
"87","2020-01-30 23:30:00","湖南","张家界市",1
"88","2020-01-30 23:30:00","湖南","益阳市",17
"89","2020-01-30 23:30:00","湖南","郴州市",10
"90","2020-01-30 23:30:00","湖南","永州市",14
"91","2020-01-30 23:30:00","湖南","怀化市",23
"92","2020-01-30 23:30:00","湖南","娄底市",16
"93","2020-01-30 23:30:00","湖南","湘西自治州",4
"94","2020-01-30 23:30:00","重庆","长寿",7
"95","2020-01-30 23:30:00","重庆","武隆",1
"96","2020-01-30 23:30:00","重庆","万州",24
"97","2020-01-30 23:30:00","重庆","江津",3
"98","2020-01-30 23:30:00","重庆","涪陵",1
"99","2020-01-30 23:30:00","重庆","渝中",5
"100","2020-01-30 23:30:00","重庆","黔江",1
"101","2020-01-30 23:30:00","重庆","大渡口",6
"102","2020-01-30 23:30:00","重庆","江北",8
"103","2020-01-30 23:30:00","重庆","九龙坡",5
"104","2020-01-30 23:30:00","重庆","南岸",2
"105","2020-01-30 23:30:00","重庆","渝北",8
"106","2020-01-30 23:30:00","重庆","巴南",1
"107","2020-01-30 23:30:00","重庆","合川",6
"108","2020-01-30 23:30:00","重庆","永川",3
"109","2020-01-30 23:30:00","重庆","綦江",4
"110","2020-01-30 23:30:00","重庆","大足",4
"111","2020-01-30 23:30:00","重庆","璧山",4
"112","2020-01-30 23:30:00","重庆","铜梁",2
"113","2020-01-30 23:30:00","重庆","潼南",2
"114","2020-01-30 23:30:00","重庆","开州",14
"115","2020-01-30 23:30:00","重庆","梁平",2
"116","2020-01-30 23:30:00","重庆","城口",1
"117","2020-01-30 23:30:00","重庆","丰都",3
"118","2020-01-30 23:30:00","重庆","垫江",8
"119","2020-01-30 23:30:00","重庆","忠县",12
"120","2020-01-30 23:30:00","重庆","云阳",13
"121","2020-01-30 23:30:00","重庆","奉节",4
"122","2020-01-30 23:30:00","重庆","巫山",5
"123","2020-01-30 23:30:00","重庆","巫溪",7
"124","2020-01-30 23:30:00","重庆","石柱",7
"125","2020-01-30 23:30:00","重庆","秀山",1
"126","2020-01-30 23:30:00","重庆","两江新区",8
"127","2020-01-30 23:30:00","安徽","阜阳",28
"128","2020-01-30 23:30:00","安徽","合肥",39
"129","2020-01-30 23:30:00","安徽","马鞍山",14
"130","2020-01-30 23:30:00","安徽","芜湖",14
"131","2020-01-30 23:30:00","安徽","铜陵",10
"132","2020-01-30 23:30:00","安徽","安庆",18
"133","2020-01-30 23:30:00","安徽","亳州",20
"134","2020-01-30 23:30:00","安徽","黄山",7
"135","2020-01-30 23:30:00","安徽","宿松",6
"136","2020-01-30 23:30:00","安徽","滁州",4
"137","2020-01-30 23:30:00","安徽","六安",8
"138","2020-01-30 23:30:00","安徽","宿州",10
"139","2020-01-30 23:30:00","安徽","蚌埠",8
"140","2020-01-30 23:30:00","安徽","淮南",6
"141","2020-01-30 23:30:00","安徽","宣城",4
"142","2020-01-30 23:30:00","安徽","淮北",2
"143","2020-01-30 23:30:00","安徽","池州",2
"144","2020-01-30 23:30:00","四川","成都",59
"145","2020-01-30 23:30:00","四川","绵阳",9
"146","2020-01-30 23:30:00","四川","南充",9
"147","2020-01-30 23:30:00","四川","广安",9
"148","2020-01-30 23:30:00","四川","自贡",7
"149","2020-01-30 23:30:00","四川","达州",6
"150","2020-01-30 23:30:00","四川","泸州",5
"151","2020-01-30 23:30:00","四川","宜宾",5
"152","2020-01-30 23:30:00","四川","甘孜州",5
"153","2020-01-30 23:30:00","四川","遂宁",4
"154","2020-01-30 23:30:00","四川","内江",4
"155","2020-01-30 23:30:00","四川","巴中",4
"156","2020-01-30 23:30:00","四川","德阳",3
"157","2020-01-30 23:30:00","四川","广元",3
"158","2020-01-30 23:30:00","四川","乐山",2
"159","2020-01-30 23:30:00","四川","雅安",2
"160","2020-01-30 23:30:00","四川","眉山",2
"161","2020-01-30 23:30:00","四川","资阳",2
"162","2020-01-30 23:30:00","四川","凉山州",2
"163","2020-01-30 23:30:00","山东","济南",14
"164","2020-01-30 23:30:00","山东","青岛",21
"165","2020-01-30 23:30:00","山东","淄博",8
"166","2020-01-30 23:30:00","山东","枣庄",9
"167","2020-01-30 23:30:00","山东","烟台",13
"168","2020-01-30 23:30:00","山东","潍坊",7
"169","2020-01-30 23:30:00","山东","济宁",8
"170","2020-01-30 23:30:00","山东","泰安",3
"171","2020-01-30 23:30:00","山东","威海",14
"172","2020-01-30 23:30:00","山东","日照",9
"173","2020-01-30 23:30:00","山东","临沂",16
"174","2020-01-30 23:30:00","山东","德州",15
"175","2020-01-30 23:30:00","山东","聊城",5
"176","2020-01-30 23:30:00","山东","滨州",9
"177","2020-01-30 23:30:00","山东","菏泽",7
"178","2020-01-30 23:30:00","吉林","长春",4
"179","2020-01-30 23:30:00","吉林","吉林",3
"180","2020-01-30 23:30:00","吉林","松原",2
"181","2020-01-30 23:30:00","吉林","四平",1
"182","2020-01-30 23:30:00","吉林","公主岭",1
"183","2020-01-30 23:30:00","吉林","通化",1
"184","2020-01-30 23:30:00","吉林","延边",2
"185","2020-01-30 23:30:00","福建","福州",30
"186","2020-01-30 23:30:00","福建","莆田",17
"187","2020-01-30 23:30:00","福建","漳州",7
"188","2020-01-30 23:30:00","福建","泉州",18
"189","2020-01-30 23:30:00","福建","三明",10
"190","2020-01-30 23:30:00","福建","厦门",7
"191","2020-01-30 23:30:00","福建","南平",3
"192","2020-01-30 23:30:00","福建","龙岩",1
"193","2020-01-30 23:30:00","福建","宁德",8
"194","2020-01-30 23:30:00","江西","南昌",46
"195","2020-01-30 23:30:00","江西","赣州",21
"196","2020-01-30 23:30:00","江西","宜春",14
"197","2020-01-30 23:30:00","江西","九江",31
"198","2020-01-30 23:30:00","江西","抚州",13
"199","2020-01-30 23:30:00","江西","上饶",11
"200","2020-01-30 23:30:00","江西","新余",11
"201","2020-01-30 23:30:00","江西","吉安",5
"202","2020-01-30 23:30:00","江西","景德镇",2
"203","2020-01-30 23:30:00","江西","萍乡",5
"204","2020-01-30 23:30:00","江西","鹰潭",3
"205","2020-01-30 23:30:00","江苏","南京",19
"206","2020-01-30 23:30:00","江苏","无锡",10
"207","2020-01-30 23:30:00","江苏","徐州",15
"208","2020-01-30 23:30:00","江苏","常州",10
"209","2020-01-30 23:30:00","江苏","苏州",24
"210","2020-01-30 23:30:00","江苏","南通",9
"211","2020-01-30 23:30:00","江苏","连云港",6
"212","2020-01-30 23:30:00","江苏","淮安",7
"213","2020-01-30 23:30:00","江苏","盐城",6
"214","2020-01-30 23:30:00","江苏","扬州",8
"215","2020-01-30 23:30:00","江苏","镇江",2
"216","2020-01-30 23:30:00","江苏","泰州",9
"217","2020-01-30 23:30:00","江苏","宿迁",4
"218","2020-01-30 23:30:00","上海","外地来沪人员",51
"219","2020-01-30 23:30:00","上海","浦东",17
"220","2020-01-30 23:30:00","上海","静安",8
"221","2020-01-30 23:30:00","上海","长宁",5
"222","2020-01-30 23:30:00","上海","奉贤",5
"223","2020-01-30 23:30:00","上海","徐汇",5
"224","2020-01-30 23:30:00","上海","闵行",4
