"","time","provname","city","citypop","deathpop","curepop"
"1","2020-02-05 01:30:00","湖北","武汉",6384,313,304
"2","2020-02-05 01:30:00","湖北","黄冈",1422,19,42
"3","2020-02-05 01:30:00","湖北","孝感",1120,17,6
"4","2020-02-05 01:30:00","湖北","荆门",400,14,8
"5","2020-02-05 01:30:00","湖北","咸宁",348,0,1
"6","2020-02-05 01:30:00","湖北","荆州",613,7,7
"7","2020-02-05 01:30:00","湖北","襄阳",632,1,7
"8","2020-02-05 01:30:00","湖北","随州",641,6,3
"9","2020-02-05 01:30:00","湖北","十堰",291,0,9
"10","2020-02-05 01:30:00","湖北","鄂州",332,18,4
"11","2020-02-05 01:30:00","湖北","黄石",405,2,16
"12","2020-02-05 01:30:00","湖北","宜昌",452,3,9
"13","2020-02-05 01:30:00","湖北","恩施州",123,0,5
"14","2020-02-05 01:30:00","湖北","仙桃",188,3,0
"15","2020-02-05 01:30:00","湖北","天门",117,10,0
"16","2020-02-05 01:30:00","湖北","潜江",44,1,0
"17","2020-02-05 01:30:00","湖北","神农架林区",10,0,2
"18","2020-02-05 01:30:00","广东","广州",224,0,3
"19","2020-02-05 01:30:00","广东","深圳",271,0,13
"20","2020-02-05 01:30:00","广东","佛山",49,0,1
"21","2020-02-05 01:30:00","广东","珠海",64,0,1
"22","2020-02-05 01:30:00","广东","惠州",29,0,1
"23","2020-02-05 01:30:00","广东","中山",31,0,3
"24","2020-02-05 01:30:00","广东","阳江",12,0,0
"25","2020-02-05 01:30:00","广东","东莞",37,0,0
"26","2020-02-05 01:30:00","广东","湛江",18,0,1
"27","2020-02-05 01:30:00","广东","汕头",18,0,3
"28","2020-02-05 01:30:00","广东","清远",8,0,2
"29","2020-02-05 01:30:00","广东","揭阳",6,0,0
"30","2020-02-05 01:30:00","广东","肇庆",10,0,1
"31","2020-02-05 01:30:00","广东","韶关",6,0,1
"32","2020-02-05 01:30:00","广东","梅州",9,0,0
"33","2020-02-05 01:30:00","广东","茂名",5,0,0
"34","2020-02-05 01:30:00","广东","河源",1,0,0
"35","2020-02-05 01:30:00","广东","汕尾",5,0,0
"36","2020-02-05 01:30:00","广东","江门",6,0,0
"37","2020-02-05 01:30:00","广东","潮州",4,0,0
"38","2020-02-05 01:30:00","浙江","杭州",132,0,6
"39","2020-02-05 01:30:00","浙江","宁波",102,0,4
"40","2020-02-05 01:30:00","浙江","温州",340,0,28
"41","2020-02-05 01:30:00","浙江","湖州",9,0,1
"42","2020-02-05 01:30:00","浙江","嘉兴",23,0,0
"43","2020-02-05 01:30:00","浙江","绍兴",30,0,3
"44","2020-02-05 01:30:00","浙江","金华",40,0,6
"45","2020-02-05 01:30:00","浙江","衢州",15,0,0
"46","2020-02-05 01:30:00","浙江","舟山",7,0,2
"47","2020-02-05 01:30:00","浙江","台州",115,0,11
"48","2020-02-05 01:30:00","浙江","丽水",16,0,1
"49","2020-02-05 01:30:00","河南","郑州市",85,0,13
"50","2020-02-05 01:30:00","河南","开封市",12,0,1
"51","2020-02-05 01:30:00","河南","洛阳市",12,0,1
"52","2020-02-05 01:30:00","河南","平顶山市",28,0,0
"53","2020-02-05 01:30:00","河南","安阳市",33,0,1
"54","2020-02-05 01:30:00","河南","鹤壁市",10,0,0
"55","2020-02-05 01:30:00","河南","新乡市",33,0,2
"56","2020-02-05 01:30:00","河南","焦作市",12,0,1
"57","2020-02-05 01:30:00","河南","濮阳市",4,0,0
"58","2020-02-05 01:30:00","河南","许昌市",19,0,0
"59","2020-02-05 01:30:00","河南","漯河市",23,0,0
"60","2020-02-05 01:30:00","河南","三门峡市",7,0,1
"61","2020-02-05 01:30:00","河南","南阳市",99,2,2
"62","2020-02-05 01:30:00","河南","商丘市",60,0,3
"63","2020-02-05 01:30:00","河南","信阳市",112,0,7
"64","2020-02-05 01:30:00","河南","周口市",52,0,1
"65","2020-02-05 01:30:00","河南","驻马店市",72,0,0
"66","2020-02-05 01:30:00","河南","济源示范区",2,0,0
"67","2020-02-05 01:30:00","湖南","长沙市",148,0,6
"68","2020-02-05 01:30:00","湖南","衡阳市",35,0,4
"69","2020-02-05 01:30:00","湖南","株洲市",34,0,2
"70","2020-02-05 01:30:00","湖南","湘潭市",21,0,3
"71","2020-02-05 01:30:00","湖南","邵阳市",55,0,2
"72","2020-02-05 01:30:00","湖南","岳阳市",83,0,0
"73","2020-02-05 01:30:00","湖南","常德市",50,0,3
"74","2020-02-05 01:30:00","湖南","张家界市",3,0,0
"75","2020-02-05 01:30:00","湖南","益阳市",35,0,1
"76","2020-02-05 01:30:00","湖南","郴州市",22,0,1
"77","2020-02-05 01:30:00","湖南","永州市",26,0,5
"78","2020-02-05 01:30:00","湖南","怀化市",35,0,2
"79","2020-02-05 01:30:00","湖南","娄底市",40,0,3
"80","2020-02-05 01:30:00","湖南","湘西自治州",6,0,1
"81","2020-02-05 01:30:00","安徽","阜阳",79,0,3
"82","2020-02-05 01:30:00","安徽","合肥",81,0,5
"83","2020-02-05 01:30:00","安徽","马鞍山",28,0,0
"84","2020-02-05 01:30:00","安徽","芜湖",21,0,1
"85","2020-02-05 01:30:00","安徽","铜陵",19,0,1
"86","2020-02-05 01:30:00","安徽","安庆",55,0,3
"87","2020-02-05 01:30:00","安徽","亳州",48,0,2
"88","2020-02-05 01:30:00","安徽","黄山",9,0,0
"89","2020-02-05 01:30:00","安徽","滁州",11,0,2
"90","2020-02-05 01:30:00","安徽","六安",30,0,1
"91","2020-02-05 01:30:00","安徽","宿州",23,0,0
"92","2020-02-05 01:30:00","安徽","蚌埠",43,0,0
"93","2020-02-05 01:30:00","安徽","淮南",8,0,0
"94","2020-02-05 01:30:00","安徽","宣城",4,0,1
"95","2020-02-05 01:30:00","安徽","淮北",11,0,0
"96","2020-02-05 01:30:00","安徽","池州",10,0,1
"97","2020-02-05 01:30:00","四川","成都",87,1,10
"98","2020-02-05 01:30:00","四川","南充",27,0,0
"99","2020-02-05 01:30:00","四川","广安",24,0,1
"100","2020-02-05 01:30:00","四川","绵阳",17,0,2
"101","2020-02-05 01:30:00","四川","内江",15,0,0
"102","2020-02-05 01:30:00","四川","达州",13,0,1
"103","2020-02-05 01:30:00","四川","德阳",12,0,0
"104","2020-02-05 01:30:00","四川","巴中",12,0,0
"105","2020-02-05 01:30:00","四川","攀枝花",10,0,0
"106","2020-02-05 01:30:00","四川","自贡",9,0,0
"107","2020-02-05 01:30:00","四川","泸州",9,0,0
"108","2020-02-05 01:30:00","四川","甘孜州",8,0,0
"109","2020-02-05 01:30:00","四川","宜宾",7,0,0
"110","2020-02-05 01:30:00","四川","广元",6,0,0
