"","time","provname","provpop","deathpop","curepop"
"1","2020-02-14 12:34:00","北京",372,3,79
"2","2020-02-14 12:34:00","湖北",51986,1318,3862
"3","2020-02-14 12:34:00","广东",1261,2,340
"4","2020-02-14 12:34:00","浙江",1155,0,369
"5","2020-02-14 12:34:00","河南",1184,11,338
"6","2020-02-14 12:34:00","湖南",988,2,356
"7","2020-02-14 12:34:00","重庆",529,4,128
"8","2020-02-14 12:34:00","安徽",934,6,184
"9","2020-02-14 12:34:00","四川",463,1,106
"10","2020-02-14 12:34:00","山东",519,2,114
"11","2020-02-14 12:34:00","吉林",86,1,25
"12","2020-02-14 12:34:00","福建",281,0,62
"13","2020-02-14 12:34:00","江西",900,1,187
"14","2020-02-14 12:34:00","江苏",593,0,141
"15","2020-02-14 12:34:00","上海",318,1,90
"16","2020-02-14 12:34:00","广西",226,2,35
"17","2020-02-14 12:34:00","海南",158,4,30
"18","2020-02-14 12:34:00","陕西",230,0,49
"19","2020-02-14 12:34:00","河北",283,3,72
"20","2020-02-14 12:34:00","黑龙江",418,11,43
"21","2020-02-14 12:34:00","辽宁",117,1,24
"22","2020-02-14 12:34:00","云南",162,0,27
"23","2020-02-14 12:34:00","天津",119,3,21
"24","2020-02-14 12:34:00","山西",126,0,36
"25","2020-02-14 12:34:00","甘肃",90,2,39
"26","2020-02-14 12:34:00","内蒙古",65,0,6
"27","2020-02-14 12:34:00","台湾",18,0,2
"28","2020-02-14 12:34:00","澳门",10,0,3
"29","2020-02-14 12:34:00","香港",53,1,1
"30","2020-02-14 12:34:00","贵州",140,1,28
"31","2020-02-14 12:34:00","西藏",1,0,1
"32","2020-02-14 12:34:00","青海",18,0,11
"33","2020-02-14 12:34:00","新疆",65,1,6
"34","2020-02-14 12:34:00","宁夏",67,0,24
